AirFlowNormalized,AirValvePosition,DischargeAirTemp,SpaceTemp,SpaceTempHeatingSetpointActive
101.0,53,51.4,71.9,64.9
101.0,53,51.4,71.9,64.9
101.0,53,51.4,71.9,64.9
102.8333,53,51.4,71.9,64.9
101.0,53,50.7,71.9,64.9
101.0,53,50.7,72.0,64.9
102.8333,53,50.7,72.0,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,51.4,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,51.4,72.1,64.9
99.1667,53,51.4,72.1,64.9
101.0,53,51.4,72.1,64.9
101.0,53,51.4,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,51.4,72.1,64.9
101.0,53,51.4,72.1,64.9
101.0,53,50.7,72.0,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
99.1667,53,50.7,72.1,64.9
101.0,53,51.4,72.1,64.9
101.0,53,51.4,72.1,64.9
101.0,53,50.7,72.0,64.9
101.0,53,51.4,72.0,64.9
101.0,53,51.4,72.0,64.9
102.8333,53,50.7,72.0,64.9
101.0,53,50.7,72.0,64.9
101.0,53,50.7,72.0,64.9
101.0,53,50.7,72.0,64.9
99.1667,53,50.7,72.0,64.9
101.0,53,50.7,72.0,64.9
101.0,53,50.7,72.0,64.9
101.0,53,50.7,72.0,64.9
101.0,53,51.4,72.0,64.9
101.0,53,51.4,72.0,64.9
101.0,53,51.4,71.9,64.9
101.0,53,51.4,71.9,64.9
101.0,53,50.7,71.9,64.9
101.0,53,51.4,71.9,64.9
99.1667,53,50.7,71.9,64.9
101.0,53,51.3,71.9,64.9
101.0,53,50.7,71.9,64.9
99.1667,53,50.7,71.9,64.9
99.1667,53,50.7,71.9,64.9
101.0,53,50.7,71.9,64.9
101.0,53,51.4,71.9,64.9
101.0,53,51.4,72.0,64.9
101.0,53,50.7,72.0,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,51.4,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,51.5,72.1,64.9
101.0,53,51.5,72.1,64.9
99.1667,53,51.5,72.1,64.9
101.0,53,51.5,72.1,64.9
99.1667,53,51.5,72.1,64.9
101.0,53,51.5,72.1,64.9
99.1667,53,52.2,72.1,64.9
101.0,53,52.2,72.2,64.9
99.1667,53,52.2,72.2,64.9
101.0,53,52.2,72.2,64.9
101.0,53,52.2,72.2,64.9
99.1667,53,52.2,72.2,64.9
99.1667,53,52.2,72.2,64.9
101.0,53,52.2,72.2,64.9
99.1667,53,52.2,72.3,64.9
101.0,53,53.1,72.3,64.9
101.0,53,53.1,72.4,64.9
101.0,53,52.3,72.4,64.9
99.1667,53,53.1,72.4,64.9
101.0,53,53.1,72.4,64.9
101.0,53,53.1,72.4,64.9
101.0,53,53.1,72.5,64.9
101.0,53,53.1,72.6,64.9
101.0,53,53.1,72.6,64.9
101.0,53,53.1,72.6,64.9
99.1667,53,53.1,72.7,64.9
99.1667,53,53.1,72.7,64.9
99.1667,53,53.1,72.8,64.9
101.0,53,53.1,72.8,64.9
99.1667,53,53.9,72.9,64.9
101.0,53,53.2,72.9,64.9
101.0,53,53.2,73.0,64.9
99.1667,53,53.2,73.1,64.9
99.1667,53,53.2,73.1,64.9
101.0,53,53.2,73.1,64.9
101.0,53,52.3,73.1,64.9
101.0,53,52.3,73.1,64.9
101.0,53,52.3,73.1,64.9
101.0,53,52.3,73.1,64.9
101.0,53,52.3,73.1,64.9
101.0,53,52.3,73.1,64.9
99.1667,53,52.3,73.1,64.9
101.0,53,51.5,73.0,64.9
101.0,53,52.2,73.0,64.9
101.0,53,51.5,73.0,64.9
101.0,53,51.5,72.9,64.9
101.0,53,51.5,72.9,64.9
101.0,53,51.5,72.9,64.9
101.0,53,51.5,72.9,64.9
101.0,53,51.5,72.8,64.9
101.0,53,51.5,72.8,64.9
101.0,53,50.7,72.8,64.9
101.0,53,50.7,72.8,64.9
101.0,53,50.7,72.7,64.9
101.0,53,51.4,72.7,64.9
101.0,53,50.7,72.7,64.9
101.0,53,50.7,72.7,64.9
101.0,53,50.7,72.7,64.9
99.1667,53,50.7,72.6,64.9
101.0,53,50.7,72.6,64.9
101.0,53,50.7,72.6,64.9
101.0,53,50.7,72.6,64.9
101.0,53,50.7,72.5,64.9
101.0,53,50.7,72.5,64.9
101.0,53,50.7,72.4,64.9
101.0,53,50.7,72.4,64.9
101.0,53,50.7,72.4,64.9
101.0,53,50.7,72.4,64.9
101.0,53,50.7,72.4,64.9
101.0,53,50.7,72.4,64.9
101.0,53,50.7,72.3,64.9
101.0,53,50.7,72.3,64.9
101.0,53,50.7,72.3,64.9
101.0,53,50.7,72.3,64.9
101.0,53,50.7,72.2,64.9
101.0,53,50.7,72.2,64.9
101.0,53,50.7,72.2,64.9
101.0,53,50.7,72.2,64.9
102.8333,53,50.7,72.2,64.9
102.8333,53,50.7,72.2,64.9
101.0,53,50.7,72.2,64.9
102.8333,53,50.7,72.2,64.9
101.0,53,50.7,72.2,64.9
101.0,53,50.7,72.2,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,50.7,72.1,64.9
101.0,53,51.4,72.1,64.9
101.0,52,50.7,72.1,64.9
101.0,52,50.7,72.0,64.9
101.0,52,50.7,72.0,64.9
102.8333,52,51.8,72.0,64.9
101.0,52,51.8,72.0,64.9
101.0,52,51.8,72.0,64.9
101.0,52,51.8,72.1,64.9
101.0,52,52.6,72.1,64.9
102.8333,52,52.6,72.2,64.9
101.0,52,52.6,72.2,64.9
102.8333,52,52.6,72.3,64.9
101.0,52,52.6,72.3,64.9
101.0,52,52.6,72.2,64.9
101.0,52,52.6,72.2,64.9
101.0,52,53.5,72.2,64.9
101.0,52,53.5,72.2,64.9
101.0,52,53.5,72.2,64.9
101.0,52,53.5,72.2,64.9
101.0,52,53.5,72.2,64.9
101.0,52,53.5,72.2,64.9
102.8333,52,54.3,72.2,64.9
101.0,52,54.3,72.3,64.9
101.0,52,54.3,72.3,64.9
101.0,52,54.3,72.4,64.9
101.0,52,54.3,72.4,64.9
101.0,52,54.3,72.5,64.9
99.1667,52,55.1,72.6,64.9
101.0,52,55.1,72.7,64.9
101.0,52,55.1,72.7,64.9
101.0,52,55.1,72.8,64.9
102.8333,52,55.1,72.9,64.9
102.8333,51,55.1,72.9,64.9
101.0,51,55.1,72.9,64.9
101.0,51,55.1,72.9,64.9
102.8333,51,55.1,73.0,64.9
101.0,51,55.1,73.1,64.9
102.8333,51,55.1,73.1,64.9
102.8333,51,54.3,73.1,64.9
102.8333,51,54.3,73.2,64.9
101.0,51,54.3,73.2,64.9
102.8333,51,54.3,73.1,64.9
102.8333,51,54.3,73.1,64.9
102.8333,51,53.1,73.1,64.9
101.0,51,53.1,73.1,64.9
102.8333,51,53.1,73.0,64.9
101.0,51,53.1,72.9,64.9
101.0,51,52.3,72.9,64.9
101.0,50,52.3,72.9,64.9
99.1667,50,52.3,72.8,64.9
101.0,50,52.3,72.9,64.9
101.0,50,52.3,72.8,64.9
101.0,50,52.3,72.8,64.9
101.0,50,51.5,72.7,64.9
99.1667,50,52.2,72.7,64.9
101.0,50,51.5,72.7,64.9
101.0,50,51.5,72.7,64.9
99.1667,50,51.5,72.6,64.9
101.0,50,51.5,72.6,64.9
99.1667,50,51.5,72.6,64.9
101.0,50,51.5,72.6,64.9
101.0,50,51.5,72.5,64.9
99.1667,50,51.5,72.5,64.9
101.0,50,51.5,72.4,64.9
101.0,50,51.5,72.4,64.9
99.1667,50,51.5,72.3,64.9
101.0,50,51.5,72.3,64.9
101.0,50,50.7,72.2,64.9
101.0,50,50.7,72.2,64.9
101.0,50,50.7,72.2,64.9
101.0,50,50.7,72.2,64.9
99.1667,50,50.7,72.2,64.9
101.0,50,50.7,72.1,64.9
99.1667,50,50.7,72.1,64.9
101.0,50,50.7,72.1,64.9
101.0,50,50.7,72.0,64.9
99.1667,50,50.7,72.0,64.9
101.0,50,50.7,71.9,64.9
101.0,50,49.9,71.9,64.9
101.0,50,49.9,71.9,64.9
101.0,50,50.6,71.9,64.9
101.0,50,49.9,71.9,64.9
101.0,50,49.9,71.9,64.9
101.0,50,49.9,71.9,64.9
101.0,50,49.9,71.8,64.9
101.0,50,49.9,71.8,64.9
101.0,50,49.9,71.8,64.9
101.0,50,49.9,71.8,64.9
101.0,50,49.9,71.8,64.9
101.0,50,49.9,71.8,64.9
101.0,50,49.9,71.8,64.9
101.0,50,49.9,71.7,64.9
101.0,50,49.9,71.7,64.9
101.0,50,49.9,71.7,64.9
101.0,50,49.9,71.7,64.9
102.8333,50,49.9,71.7,64.9
102.8333,50,49.9,71.8,64.9
101.0,50,49.9,71.8,64.9
101.0,50,49.9,71.9,64.9
97.5,50,49.9,71.8,64.9
99.1667,50,49.9,71.8,64.9
99.1667,50,49.9,71.8,64.9
97.5,50,49.9,71.8,64.9
97.5,50,51.0,71.8,64.9
97.5,51,51.0,71.9,64.9
99.1667,52,51.0,71.9,64.9
99.1667,52,51.0,71.9,64.9
99.1667,52,51.8,71.9,64.9
99.1667,52,51.8,71.9,64.9
97.5,52,51.8,71.9,64.9
99.1667,52,51.8,71.9,64.9
99.1667,52,51.8,71.9,64.9
99.1667,52,52.7,72.0,64.9
97.5,52,52.7,72.1,64.9
99.1667,52,52.7,72.2,64.9
99.1667,52,52.7,72.2,64.9
99.1667,52,52.7,72.2,64.9
99.1667,52,53.8,72.2,64.9
99.1667,52,53.8,72.3,64.9
99.1667,52,53.8,72.3,64.9
99.1667,52,53.1,72.4,64.9
99.1667,52,53.1,72.4,64.9
99.1667,52,54.3,72.4,64.9
97.5,52,54.3,72.6,64.9
97.5,52,54.3,72.6,64.9
99.1667,52,54.3,72.7,64.9
99.1667,52,54.3,72.8,64.9
101.0,52,54.3,72.9,64.9
101.0,52,54.3,72.9,64.9
101.0,52,54.3,73.0,64.9
102.8333,52,54.3,73.0,64.9
102.8333,52,54.3,73.0,64.9
101.0,51,54.3,73.0,64.9
101.0,50,54.3,73.1,64.9
101.0,50,54.3,73.1,64.9
99.1667,50,54.3,73.2,64.9
101.0,50,54.3,73.2,64.9
101.0,50,53.5,73.2,64.9
101.0,50,52.7,73.2,64.9
101.0,50,52.7,73.2,64.9
101.0,50,52.7,73.2,64.9
101.0,50,51.9,73.3,64.9
99.1667,50,51.9,73.2,64.9
101.0,50,51.9,73.2,64.9
99.1667,50,51.9,73.2,64.9
99.1667,50,51.9,73.2,64.9
99.1667,50,51.9,73.2,64.9
101.0,50,51.9,73.2,64.9
101.0,50,51.9,73.2,64.9
101.0,50,51.9,73.2,64.9
101.0,50,51.9,73.2,64.9
101.0,50,51.9,73.2,64.9
101.0,50,51.9,73.2,64.9
101.0,50,51.1,73.2,64.9
101.0,50,51.8,73.1,64.9
101.0,50,51.1,73.1,64.9
101.0,50,51.8,73.1,64.9
101.0,50,51.8,73.1,64.9
101.0,50,51.8,73.0,64.9
101.0,50,51.8,73.0,64.9
99.1667,50,51.8,73.0,64.9
101.0,50,51.8,73.0,64.9
101.0,50,51.1,73.0,64.9
101.0,50,51.9,73.0,64.9
101.0,50,51.9,73.0,64.9
99.1667,50,51.9,73.0,64.9
101.0,50,51.9,72.9,64.9
101.0,50,51.9,72.9,64.9
101.0,50,51.9,72.9,64.9
101.0,50,51.9,72.9,64.9
97.5,11,50.7,72.9,64.9
102.8333,53,50.7,73.0,64.9
101.0,53,50.7,73.0,64.9
102.8333,53,50.7,72.9,64.9
101.0,53,50.7,72.9,64.9
102.8333,53,50.7,72.8,64.9
102.8333,53,51.4,72.8,64.9
102.8333,53,50.3,72.8,64.9
102.8333,53,51.0,72.8,64.9
102.8333,53,51.0,72.8,64.9
101.0,53,51.0,72.7,64.9
101.0,53,51.0,72.7,64.9
101.0,53,51.0,72.7,64.9
101.0,44,53.5,72.8,64.9
97.5,44,48.7,72.9,64.9
102.8333,54,48.7,73.0,64.9
102.8333,53,48.7,73.0,64.9
102.8333,53,51.4,72.9,64.9
101.0,52,50.7,72.9,64.9
101.0,52,51.4,72.9,64.9
102.8333,52,51.4,72.8,64.9
99.1667,52,52.6,72.7,64.9
99.1667,52,51.9,72.7,64.9
101.0,52,51.9,72.7,64.9
102.8333,52,51.9,72.7,64.9
101.0,52,51.9,72.7,64.9
101.0,52,52.6,72.7,64.9
101.0,52,52.6,72.7,64.9
101.0,52,53.5,72.7,64.9
101.0,52,53.5,72.7,64.9
101.0,52,53.5,72.7,64.9
99.1667,52,53.5,72.7,64.9
99.1667,52,54.3,72.7,64.9
99.1667,52,54.3,72.8,64.9
101.0,52,54.3,72.9,64.9
101.0,52,55.1,72.9,64.9
101.0,52,55.1,73.0,64.9
101.0,52,55.1,73.1,64.9
99.1667,52,55.1,73.1,64.9
99.1667,52,55.1,73.2,64.9
101.0,52,55.1,73.2,64.9
99.1667,52,55.1,73.3,64.9
99.1667,52,55.1,73.4,64.9
101.0,52,55.1,73.4,64.9
101.0,52,55.1,73.5,64.9
102.8333,52,55.1,73.6,64.9
102.8333,51,55.1,73.6,64.9
102.8333,51,55.1,73.7,64.9
101.0,50,55.9,73.7,64.9
102.8333,50,55.9,73.8,64.9
102.8333,50,55.9,73.8,64.9
101.0,50,55.9,73.9,64.9
101.0,50,55.9,74.0,64.9
101.0,50,55.9,74.0,64.9
101.0,50,55.2,74.0,64.9
102.8333,50,55.2,74.0,64.9
101.0,50,55.2,74.0,64.9
101.0,50,55.2,74.0,64.9
102.8333,50,55.2,74.0,64.9
101.0,50,55.2,74.0,64.9
101.0,50,55.2,74.0,64.9
101.0,50,55.2,74.0,64.9
101.0,50,55.2,73.9,64.9
101.0,50,55.2,74.0,64.9
101.0,50,55.2,74.0,64.9
101.0,50,55.2,74.0,64.9
102.8333,50,55.2,74.0,64.8
99.1667,50,55.2,74.0,64.8
102.8333,50,55.2,74.0,64.8
101.0,50,55.2,74.0,64.8
101.0,50,55.2,74.0,64.8
101.0,50,55.2,74.0,64.8
101.0,50,55.2,74.0,64.8
101.0,50,55.2,74.0,64.8
101.0,50,54.3,74.0,64.8
101.0,50,54.3,73.9,64.8
101.0,50,54.3,73.9,64.8
101.0,50,54.3,74.0,64.8
99.1667,50,54.3,73.9,64.8
101.0,50,54.3,73.9,64.8
99.1667,50,54.3,73.9,64.8
99.1667,50,54.3,73.8,64.8
101.0,50,54.3,73.8,64.8
101.0,50,54.3,73.8,64.8
99.1667,50,54.3,73.8,64.8
101.0,50,54.3,73.8,64.8
99.1667,50,54.3,73.7,64.8
101.0,50,54.3,73.7,64.8
101.0,50,54.3,73.6,64.8
101.0,50,53.5,73.6,64.8
99.1667,50,53.5,73.6,64.8
101.0,50,53.5,73.6,64.8
101.0,50,53.5,73.6,64.8
99.1667,50,53.5,73.6,64.8
101.0,50,53.5,73.5,64.8
101.0,50,53.5,73.5,64.8
101.0,50,53.5,73.5,64.8
101.0,50,53.5,73.5,64.8
101.0,50,53.5,73.5,64.8
101.0,50,53.5,73.4,64.8
99.1667,50,53.5,73.4,64.8
99.1667,50,54.3,73.4,64.8
101.0,50,54.3,73.4,64.8
99.1667,50,54.3,73.4,64.8
99.1667,50,54.3,73.5,64.8
101.0,50,54.3,73.5,64.8
99.1667,50,54.3,73.5,64.8
99.1667,50,54.3,73.4,64.8
101.0,50,54.3,73.5,64.8
101.0,50,54.3,73.5,64.8
101.0,50,54.3,73.5,64.8
99.1667,50,54.3,73.5,64.8
99.1667,50,54.3,73.5,64.8
99.1667,50,54.3,73.6,64.8
101.0,50,54.3,73.6,64.8
99.1667,52,54.3,73.6,64.8
99.1667,52,54.3,73.6,64.8
99.1667,52,54.3,73.7,64.8
99.1667,52,54.3,73.7,64.8
99.1667,52,54.3,73.7,64.8
99.1667,52,55.1,73.7,64.8
99.1667,52,55.1,73.8,64.8
99.1667,52,55.1,73.7,64.8
99.1667,52,55.1,73.8,64.8
97.5,52,55.1,73.8,64.8
99.1667,52,55.1,73.8,64.8
99.1667,52,55.1,73.8,64.8
99.1667,52,55.1,73.8,64.8
99.1667,52,55.9,73.8,64.8
119.3333,92,55.2,74.5,64.8
99.1667,43,55.2,74.3,64.8
97.5,43,55.2,74.3,64.8
97.5,43,55.2,74.3,64.8
97.5,43,55.2,74.2,64.8
97.5,43,55.2,74.2,64.8
99.1667,44,55.2,74.2,64.8
99.1667,44,55.2,74.2,64.8
99.1667,44,55.2,74.2,64.8
99.1667,44,55.2,74.2,64.8
97.5,44,55.2,74.2,64.8
97.5,44,55.2,74.2,64.8
97.5,44,55.2,74.2,64.8
97.5,45,55.2,74.2,64.8
99.1667,45,55.2,74.2,64.8
99.1667,45,55.2,74.2,64.8
99.1667,45,55.2,74.2,64.8
99.1667,45,55.2,74.2,64.8
99.1667,45,55.2,74.2,64.8
101.0,45,55.2,74.2,64.8
102.8333,45,55.2,74.2,64.8
99.1667,45,55.2,74.2,64.8
101.0,45,55.2,74.2,64.8
101.0,45,55.2,74.2,64.8
101.0,45,55.2,74.2,64.8
101.0,45,55.2,74.2,64.8
101.0,45,55.2,74.2,64.8
101.0,45,55.2,74.2,64.8
101.0,45,55.2,74.1,64.8
101.0,45,55.2,74.1,64.8
101.0,45,55.2,74.1,64.8
101.0,45,55.2,74.1,64.8
99.1667,45,55.2,74.1,64.8
102.8333,45,55.2,74.1,64.8
101.0,45,55.2,74.0,64.8
101.0,45,55.2,74.0,64.8
101.0,45,55.2,74.0,64.8
101.0,45,55.2,74.0,64.8
101.0,45,55.2,74.0,64.8
101.0,45,55.2,74.0,64.8
101.0,45,55.2,73.9,64.8
99.1667,45,55.2,73.9,64.8
101.0,45,55.2,73.9,64.8
99.1667,45,55.2,73.8,64.8
101.0,45,55.2,73.9,64.8
101.0,45,55.2,73.8,64.8
101.0,45,55.2,73.8,64.8
102.8333,45,55.2,73.8,64.8
99.1667,45,55.2,73.8,64.7
101.0,45,55.2,73.8,64.8
101.0,45,55.2,73.8,64.8
101.0,45,55.2,73.8,64.7
101.0,45,55.2,73.8,64.8
101.0,45,55.2,73.8,64.8
101.0,45,55.2,73.8,64.8
101.0,45,55.2,73.8,64.8
99.1667,45,55.2,73.7,64.8
101.0,45,55.2,73.7,64.8
102.8333,45,55.2,73.6,64.7
101.0,45,54.3,73.6,64.6
101.0,45,54.3,73.4,64.7
102.8333,45,54.3,73.3,64.7
101.0,45,54.3,73.2,64.7
101.0,45,54.3,73.1,64.8
101.0,45,54.3,72.9,64.7
102.8333,45,54.3,72.8,64.7
101.0,44,54.3,72.7,64.7
101.0,44,54.3,72.6,64.8
101.0,44,54.3,72.5,64.8
102.8333,44,53.7,72.4,64.7
101.0,44,53.7,72.3,64.8
101.0,44,53.7,72.2,64.8
101.0,44,53.7,72.1,64.8
101.0,44,53.7,72.1,64.8
102.8333,44,53.7,71.9,64.8
102.8333,44,53.7,71.9,64.7
101.0,44,53.7,71.8,64.7
102.8333,44,53.7,71.7,64.7
102.8333,44,53.1,71.7,64.6
102.8333,44,53.1,71.6,64.7
101.0,44,53.1,71.6,64.8
99.1667,44,53.1,71.5,64.8
97.5,44,53.1,71.4,64.8
97.5,44,53.1,71.3,64.8
99.1667,45,53.1,71.4,64.7
99.1667,45,53.9,71.6,64.6
99.1667,45,53.9,71.7,64.6
99.1667,45,53.9,71.9,64.6
99.1667,45,53.9,72.1,64.6
99.1667,45,54.7,72.3,64.7
99.1667,45,54.7,72.4,64.6
99.1667,45,54.7,72.5,64.6
99.1667,45,54.7,72.6,64.6
99.1667,45,55.5,72.7,64.6
99.1667,45,55.5,72.8,64.7
99.1667,45,55.5,72.9,64.7
99.1667,45,55.5,72.9,64.6
97.5,45,55.5,73.0,64.5
99.1667,45,55.5,73.1,64.6
97.5,45,55.5,73.1,64.6
99.1667,45,55.5,73.2,64.7
99.1667,45,55.5,73.2,64.7
99.1667,46,55.5,73.3,64.7
99.1667,46,55.5,73.3,64.6
99.1667,46,55.5,73.3,64.6
99.1667,46,55.5,73.3,64.6
99.1667,46,55.5,73.4,64.7
101.0,46,55.5,73.4,64.6
101.0,46,55.5,73.4,64.6
102.8333,46,55.5,73.5,64.6
101.0,46,55.5,73.5,64.6
102.8333,46,54.9,73.5,64.5
101.0,45,54.9,73.5,64.6
102.8333,45,54.9,73.5,64.6
102.8333,45,54.9,73.5,64.7
102.8333,45,54.9,73.6,64.7
101.0,44,54.9,73.5,64.7
101.0,44,55.5,73.6,64.6
101.0,44,55.5,73.6,64.6
101.0,44,55.5,73.6,64.6
101.0,44,54.7,73.6,64.6
101.0,44,54.7,73.7,64.8
101.0,44,54.7,73.7,64.6
101.0,44,54.7,73.7,64.6
101.0,44,54.7,73.7,64.6
101.0,44,54.7,73.8,64.7
102.8333,44,54.7,73.9,64.7
102.8333,44,54.7,73.8,64.7
101.0,44,54.7,73.7,64.6
101.0,44,54.7,73.7,64.6
101.0,44,54.7,73.7,64.6
102.8333,44,54.7,73.7,64.6
101.0,44,54.7,73.7,64.5
99.1667,44,54.7,73.7,64.6
101.0,44,54.7,73.7,64.5
101.0,44,54.7,73.7,64.5
